rating, date, color, configuration, verified_reviews
5.0,"January 21, 2020",Charcoal,Echo,"Great item, this is my second one!"
3.0,"December 25, 2019",Charcoal,Echo,Very limited music selection even after adding pandora
5.0,"January 16, 2020",Twilight Blue,Echo,Very good sound quality. I have not had any issues yet
5.0,"December 26, 2019",Sandstone,Echo,Super amazing speaker. I enjoy a lot with this speaker
5.0,"February 11, 2020",Twilight Blue,with $10 Smart Plug,privacy invasive
5.0,"December 23, 2019",Heather Gray,Echo,Suena bien me encantas. De todos los echo que he comprado es el que me gusta
4.0,"January 7, 2020",Charcoal,Echo,I don’t like having to mute her when I’m not listening to music or whatever.
5.0,"December 22, 2019",Limited Edition (RED),Echo,Love this speaker I have different echo speaker's but I like this one the best great sound and look.
5.0,"January 7, 2020",Twilight Blue,Echo,Love it but would love to add the subwoofer
5.0,"December 24, 2019",Charcoal,Echo,It has excellent sound and lets you listen to the music you want
5.0,"November 7, 2019",Charcoal,Echo,"Great source for different music and songs that you have not heard for a while. Also, great for the grandchildren."
5.0,"January 10, 2020",Charcoal,Echo,Better than I thought it would be
4.0,"January 13, 2020",Twilight Blue,Echo,I think the older model is better
5.0,"December 10, 2019",Charcoal,Echo,Incredible sound for the price. Very happy with this purchase. Set up was easy as well.
1.0,"February 18, 2020",Charcoal,Echo,"If you like this thing announcing at full volume, ""Now connected to..."" every few minutes, then buy one. Personally, I find the feature annoying and will be going with something else."
4.0,"January 1, 2020",Charcoal,Echo,"Sometimes cannot hear you when music is playing. Also had to unplug and let sit for a few minutes because the speakers were making a substantial droning noise, has not occurred since."
5.0,"February 6, 2020",Heather Gray,Echo,"Excelente producto, útil y divertido una duda enciende un dispositivo con nombre letrero luego le pido apagar con es nombre y no actúa me toca decirle ese nombre y el nombre del grupo"
4.0,"December 20, 2019",Charcoal,Echo,Devices
5.0,"December 26, 2019",Charcoal,Echo,Excellent sound
5.0,"February 9, 2020",Charcoal,Echo,"Didn't know what to expect!!  Play music a lot has great sound, was actually very surprised!!  Very glad  decided to purchase, got two and paired them!  Good quality!!!"
5.0,"January 31, 2020",Charcoal,Echo,"Great device, good sound, nice glowing LED, aesthetic design and feels solid. Alexa is the best voice recognition service out there but as a whole the technology has a long way to go."
5.0,"December 26, 2019",Charcoal,Echo,Like better than Google home.  Works great
5.0,"January 9, 2020",Charcoal,Echo,"Since the day I brought it home has made my life much easier, I’m very satisfied with the purchase."
5.0,"January 23, 2020",Charcoal,Echo,LOVE HER!! Especially the grocery app
5.0,"January 28, 2020",Charcoal,Echo,"I love that Alexa is available all of the time with correct information. The weather,  recipes,  and much more. This was the best Christmas present ever."
5.0,"January 8, 2020",Charcoal,Echo,"Very easy to use. Reminders, grocery lists and ect.."
5.0,"January 9, 2020",Charcoal,Echo,it s a bit smaller and better than the previous echo
5.0,"January 11, 2020",Limited Edition (RED),Echo,I like everything about the ECHO
5.0,"January 17, 2020",Heather Gray,Echo,"We really use it for buffing music around the house, it has a great sound."
5.0,"January 31, 2020",Charcoal,Echo,Best gift ever
4.0,"January 23, 2020",Limited Edition (RED),Echo,Sound quality is better than the older model echoes.
5.0,"January 24, 2020",Twilight Blue,Echo,It’s a pretty awesome little device!  And we’re still discovering it’s capabilities.  Really cool!
5.0,"January 16, 2020",Sandstone,Echo,Had echo dot loved it. Got this as a gift. Works same as door but sound much much better. Love it!
1.0,"December 20, 2019",Charcoal,Echo,Very difficult to set up without a smart phone. Would not stay connected. Worked for 2-3 minutes and then quit.
4.0,"December 31, 2019",Twilight Blue,Echo,Purchased for my mother in-law. She is blind and having a device that is voice activated has opened up her world a little bit more. She loves the music!
3.0,"February 20, 2020",Twilight Blue,Echo,Will not recognise command 'volume 3' for some reason. Seems ok with other 1-10 numbers. Three echo dots in the house and they do not have that problem.
2.0,"January 1, 2020",Charcoal,Echo,It’s slow compared with the other echos I have. When I ask questions the echo from the other room answers and after about 20 seconds it finally answers.
3.0,"January 23, 2020",Twilight Blue,Echo,it is interesting. I use for entertaiment
5.0,"January 26, 2020",Limited Edition (RED),Echo,"This was a gift which I didn’t think would be useful to me, however I love it! Saves time as I don’t have to look things up."
5.0,"December 16, 2019",Twilight Blue,Echo,The assistance it provides and the the music quality is great.
5.0,"January 27, 2020",Twilight Blue,Echo,I use it for music and turn on and off light and ask questions
1.0,"February 8, 2020",Charcoal,Echo,Unable to get it set up. Not working. Extremely frustrating!!!
5.0,"February 16, 2020",Charcoal,Echo,I really like this product. Works great!!! Easy to use. Never have to worry about waking up late. Or if I just wanna sit back and listen to a few songs Alexa is right ready to play.
5.0,"January 25, 2020",Heather Gray,Echo,The sound quality is great for such a small device.
5.0,"January 27, 2020",Twilight Blue,Echo,great
4.0,"January 17, 2020",Twilight Blue,Echo,It was great! Only thing is u have to keep Alexa plugged in at all times.
5.0,"February 4, 2020",Charcoal,Echo,"I didn't think I would like it, but I was very surprised how much I enjoy it. I have one of the light switches and two of the outlets, I also have the thermostat too."
5.0,"January 30, 2020",Limited Edition (RED),Echo,Great product
5.0,"January 18, 2020",Charcoal,Echo,I’m still learning how to use it. But I use tomate my life easier. Turning things on and off when my hands are busy and making phone calls and checking the weather and travel times.
5.0,"December 26, 2019",Limited Edition (RED),Echo,got the red one its awsome. Works great and fun to.
5.0,"December 24, 2019",Charcoal,Echo,I love the Echo and the ability to be able to drop in and talk to whoever is home while I’m away.
5.0,"November 9, 2019",Sandstone,Echo, Lo que no me gusto es que aveces enciende la luz y asi pasa bastante tiempo y después se apaga y la luz me incómoda en las noches
2.0,"January 31, 2020",Twilight Blue,Echo,It crackles sometimes as it plays music.  It cuts out sometimes.  It sounds like a bad connection somewhere maybe the cord?
5.0,"December 13, 2019",Twilight Blue,Echo,"Little smaller than my echo plus, but sounds just as good!!!!"
5.0,"December 13, 2019",Charcoal,Echo,I am very happy with my Echo. The sound quality is in a tremendous improvement over the Echo dot. Set up is extremely easy.
5.0,"January 5, 2020",Twilight Blue,Echo,Love
5.0,"December 13, 2019",Charcoal,Echo,"Love the echos, have 3 of them now.  Traded in a dot gen 2, got a $5 discount and 25% of this purchase plus the black friday deal. Paid $43 after tax, cant beat it!!"
5.0,"December 27, 2019",Heather Gray,Echo,"High quality sound! I use it mostly to play music. Also a timer, alarm and reminders"
5.0,"February 2, 2020",Sandstone,Echo,"I enjoy getting the weather, current outside temperature, and news while having breakfast. Afterwards I ask for question of the day and play Jeopardy."
5.0,"January 22, 2020",Limited Edition (RED),Echo,"It is a wonderful device and I use it in my kitchen for all kinds of things: alarm, timer, radio, music, asking questions and many many more! Love it!"
5.0,"December 21, 2019",Charcoal,Echo,I am very happy with this product the sound response is more than what I expected 😊
1.0,"December 12, 2019",Charcoal,Echo,Bought this right before it went on sale. And no one would do a price adjustment. Sad it made me stop my prime membership!
5.0,"February 5, 2020",Charcoal,Echo,We use to play music on demand. so easy
5.0,"January 11, 2020",Twilight Blue,Echo,Great sound quality. The perfect cooking/cleaning companion.
5.0,"January 10, 2020",Charcoal,Echo,"I love all the features of the echo. Especially the daily trivia haha. Another great thing is the sound quality of the speakers, absolutely excellent."
4.0,"January 12, 2020",Charcoal,Echo,I received this Echo as a gift but had requested a Dot.  I'm so glad I got this.  The sound is amazing.  We have a 1st gen Echo and I think the sound is much improved on this one.
3.0,"January 6, 2020",Twilight Blue,Echo,"It works fine, sound is good but I hardly use it."
5.0,"January 14, 2020",Charcoal,Echo,Great product sync with my echo input so I can listen to music all around my house.
4.0,"December 31, 2019",Charcoal,Echo,Works great with some of my home automation. has a problem with the Zen Thermostat.
4.0,"January 26, 2020",Twilight Blue,Echo,"Like: Music and weather,  Dislike: it’s always listening to our conversations and I get emails on tops we were talking about, stay out of our conversation, respond to this dislike"
4.0,"January 2, 2020",Charcoal,Echo,n/a
5.0,"January 20, 2020",Charcoal,Echo,I use it to listen to music!!
5.0,"December 28, 2019",Limited Edition (RED),Echo,Love this product the jams come out smooth and I can groove day and night!! Awesome
5.0,"February 22, 2020",Twilight Blue,Echo,It makes a bit of distortion when I first ask it to do something but the sound is phenomenal!!!
4.0,"February 5, 2020",Charcoal,Echo,At times there is trouble with changing request for songs. And random problems with echo not keeping internet connection.easy to adjust volume . etc.
5.0,"January 1, 2020",Charcoal,Echo,Got it mainly for music but knowing the features may learn how to use it to help monitor our live-in 101 year old mother.
5.0,"January 14, 2020",Charcoal,Echo,"We mostly use it for simple things, like playing music. We unplug it when not actively using it, due to privacy concerns."
5.0,"January 15, 2020",Twilight Blue,Echo,Still getting used to it but I like it
5.0,"January 23, 2020",Charcoal,Echo,I love my alexa.  i love how it works with smart plugs too.
5.0,"December 29, 2019",Charcoal,Echo,So far I love it...
5.0,"January 29, 2020",Charcoal,Echo,It has great sound.
4.0,"February 15, 2020",Twilight Blue,Echo,I bought it on a Black Friday sale and I wished they had the red one available at that time. But I am content with Alexa.
5.0,"November 25, 2019",Charcoal,Echo,Easy set up. Great product and sound
5.0,"January 6, 2020",Charcoal,Echo,Music is enjoyed in our home
5.0,"January 13, 2020",Twilight Blue,Echo,I love everything about it . Notifies you when you have packages delivered love it
4.0,"January 3, 2020",Charcoal,Echo,Love the sound quality!! But it’s not as responsive as the dot though.
5.0,"January 13, 2020",Charcoal,Echo,I do NOT like how it ALWAYS wants you to BUY things or try and TRICK you and then you’re like oh crap I didn’t wanna do that. It’s VERY annoying and I DISLIKE IT!!
5.0,"January 5, 2020",Charcoal,Echo,sometime the alexa light does on with the question and never does anything and doesn't com pou my home town
5.0,"January 19, 2020",Heather Gray,Echo,Love having this in my bedroom. Great for listening to music. Very high quality. Would recommend to anyone.
5.0,"February 1, 2020",Charcoal,Echo,The Echo has a lot of features to offer.  The family enjoys it.  The kids even enjoyed the chore list. Lol.
5.0,"January 8, 2020",Charcoal,Echo,Alexa has made my life so much simpler. I love it so much! This particular color looks attractive and doesn’t show dust.
